competition,player.url,id,slug,player_name,nickname,firstname,lastname,gender,date_of_birth,place_of_birth,weight,height,international,twitter,instagram,country,team,team.shortname,team.foundation,team.shield,shirt_number,position,photo,stadium,stadium.image,aerial_duels,aerial_duels_lost,aerial_duels_won,appearances,assists_intentional,attempts_from_set_pieces,away_goals,backward_passes,blocked_shots,blocks,catches,clean_sheets,clearances_off_the_line,corners_taken_incl_short_corners,corners_won,crosses_not_claimed,drops,duels,duels_lost,duels_won,fifty_fifty,forward_passes,foul_attempted_tackle,foul_won_penalty,games_played,gk_successful_distribution,gk_unsuccessful_distribution,assists,goalkeeper_smother,goals,goals_conceded,goals_conceded_inside_box,goals_conceded_outside_box,goals_from_inside_box,goals_from_outside_box,ground_duels,ground_duels_lost,ground_duels_won,handballs_conceded,headed_goals,hit_woodwork,home_goals,index,interceptions,key_passes_attempt_assists,last_man_tackle,left_foot_goals,leftside_passes,offsides,open_play_passes,other_goals,own_goal_scored,penalties_conceded,penalties_faced,penalties_off_target,penalties_saved,penalties_taken,penalty_goals,penalty_goals_conceded,punches,putthrough_blocked_distribution,putthrough_blocked_distribution_won,recoveries,red_cards_2nd_yellow,right_foot_goals,rightside_passes,saves_from_penalty,saves_made,saves_made_caught,saves_made_from_inside_box,saves_made_from_outside_box,saves_made_parried,second_goal_assists,set_pieces_goals,shots_off_target_inc_woodwork,shots_on_target_inc_goals,starts,straight_red_cards,substitute_off,substitute_on,successful_corners_into_box,successful_crosses_corners,successful_crosses_open_play,successful_dribbles,successful_fifty_fifty,successful_launches,successful_layoffs,successful_long_passes,successful_open_play_passes,successful_passes_opposition_half,successful_passes_own_half,successful_short_passes,tackles_lost,tackles_won,team_games_played,through_balls,throw_ins_to_opposition_player,throw_ins_to_own_player,minutes_played,times_tackled,total_clearances,total_fouls_conceded,total_fouls_won,total_losses_of_possession,total_passes,red_cards,total_shots,total_successful_passes_excl_crosses_corners,total_tackles,total_touches_in_opposition_box,total_unsuccessful_passes_excl_crosses_corners,touches,unsuccessful_corners_into_box,unsuccessful_crosses_corners,unsuccessful_crosses_open_play,unsuccessful_dribbles,unsuccessful_launches,unsuccessful_layoffs,unsuccessful_long_passes,unsuccessful_passes_opposition_half,unsuccessful_passes_own_half,unsuccessful_short_passes,winning_goal,yellow_cards
LaLiga Santander,https://www.laliga.com/en-ES/player/hugo-sotelo,19086,hugo-sotelo,Hugo Sotelo,Hugo Sotelo,Hugo,Sotelo,male,2003-12-19T00:00:00+00:00,,,,False,,,ES,RC Celta,CEL,1923-08-23T00:00:00+0000,https://assets.laliga.com/assets/2019/06/07/medium/celta.png,33.0,Midfielder,https://assets.laliga.com/squad/2021/t176/p538283/512x556/p538283_t176_2021_1_001_000.png,Estadio ABANCA Balaídos,https://assets.laliga.com/assets/2019/06/17/medium/0aef263ef366bd0b81369408adb27cd6.png,,,,1.0,,,0.0,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,1.0,,,,,,,,,0.0,100.0,,,,,1.0,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,1.0,1.0,,,38.0,,,,1.0,,,,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,0.0,
LaLiga Santander,https://www.laliga.com/en-ES/player/hugo-alvarez-1,24190,hugo-alvarez-1,Hugo Álvarez,Hugo Alvarez,Hugo,Álvarez,male,2003-07-02T00:00:00+00:00,,,,False,,,ES,RC Celta,CEL,1923-08-23T00:00:00+0000,https://assets.laliga.com/assets/2019/06/07/medium/celta.png,35.0,Midfielder,,Estadio ABANCA Balaídos,https://assets.laliga.com/assets/2019/06/17/medium/0aef263ef366bd0b81369408adb27cd6.png,,,,1.0,,,0.0,,,,,,,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,1.0,,1.0,,,,0.0,86.0,,,,,2.0,,3.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,1.0,,,,,,,,,1.0,1.0,,1.0,1.0,,38.0,,,,10.0,,1.0,,,4.0,3.0,,1.0,1.0,1.0,1.0,2.0,8.0,,,,,,,,2.0,,2.0,0.0,
LaLiga Santander,https://www.laliga.com/en-ES/player/hector-bellerin,2419,hector-bellerin,Héctor Bellerín,Bellerin,Héctor,Bellerín,male,1995-03-19T00:00:00+00:00,Badalona,74.0,178.0,False,,,ES,Real Betis,BET,1907-09-12T00:00:00+0000,https://assets.laliga.com/assets/2019/06/07/medium/betis.png,19.0,Defender,https://assets.laliga.com/squad/2021/t185/p98745/512x556/p98745_t185_2021_1_001_000.png,Estadio Benito Villamarín,https://assets.laliga.com/assets/2019/06/17/medium/f211dabccff68741a75d175307d78f59.png,46.0,19.0,27.0,23.0,2.0,,0.0,146.0,4.0,2.0,,8.0,,,11.0,,,196.0,81.0,115.0,55.0,338.0,10.0,,23.0,,,2.0,,,23.0,19.0,4.0,,,150.0,62.0,88.0,2.0,,,0.0,50.0,23.0,24.0,,,281.0,2.0,803.0,,1.0,,,,,,,2.0,,36.0,9.0,95.0,,,56.0,,,,,,,,,4.0,2.0,22.0,1.0,,1.0,,12.0,12.0,22.0,25.0,3.0,2.0,26.0,623.0,378.0,273.0,613.0,20.0,32.0,38.0,1.0,29.0,153.0,1979.0,28.0,55.0,23.0,14.0,304.0,821.0,1.0,6.0,639.0,52.0,46.0,182.0,1338.0,,30.0,30.0,20.0,16.0,,36.0,130.0,82.0,146.0,0.0,2.0
LaLiga Santander,https://www.laliga.com/en-ES/player/h-herrera,3689,h-herrera,Héctor Herrera,H. Herrera,Héctor,Herrera,male,1990-04-19T00:00:00+00:00,Tijuana,80.0,185.0,False,,,MX,Atlético de Madrid,ATM,1903-04-26T00:00:00+0000,https://assets.laliga.com/assets/2019/06/07/medium/atletico.png,16.0,Midfielder,https://assets.laliga.com/squad/2021/t175/p102578/512x556/p102578_t175_2021_1_001_000.png,Wanda Metropolitano,https://assets.laliga.com/assets/2019/06/17/medium/935f92c15c4d3442ef3f6d843beba0e1.png,47.0,24.0,23.0,21.0,,,0.0,62.0,3.0,2.0,,2.0,,2.0,2.0,,,124.0,61.0,63.0,32.0,201.0,12.0,,21.0,,,,,,9.0,8.0,1.0,,,77.0,37.0,40.0,,,,0.0,699.0,12.0,10.0,,,217.0,1.0,630.0,,,1.0,,,,,,2.0,,17.0,11.0,73.0,,,173.0,,,,,,,,,2.0,3.0,8.0,,4.0,13.0,,3.0,2.0,16.0,16.0,2.0,3.0,32.0,534.0,309.0,248.0,522.0,8.0,8.0,38.0,3.0,1.0,3.0,852.0,6.0,13.0,19.0,8.0,129.0,653.0,,5.0,554.0,16.0,7.0,99.0,808.0,1.0,7.0,4.0,3.0,4.0,,20.0,82.0,24.0,79.0,0.0,4.0
LaLiga Santander,https://www.laliga.com/en-ES/player/helder-costa,1766,helder-costa,Hélder Wander Sousa de Azevedo e Costa,Hélder Costa,Hélder Wander,Sousa de Azevedo e Costa,male,1994-01-12T00:00:00+00:00,Luanda,73.0,178.0,False,,,AO,Valencia CF,VAL,1919-03-18T00:00:00+0000,https://assets.laliga.com/assets/2019/06/07/medium/valencia.png,11.0,Midfielder,https://assets.laliga.com/squad/2021/t191/p165808/512x556/p165808_t191_2021_1_001_000.png,Camp de Mestalla,https://assets.laliga.com/assets/2019/06/17/medium/984682326cdbb55f5034778b7690a795.png,21.0,13.0,8.0,22.0,1.0,,0.0,60.0,3.0,1.0,,2.0,1.0,9.0,12.0,,,195.0,123.0,72.0,40.0,91.0,9.0,,22.0,,,1.0,,,23.0,22.0,1.0,,,174.0,110.0,64.0,1.0,,,0.0,87.0,3.0,16.0,,,67.0,1.0,244.0,,,,,,,,,4.0,,23.0,11.0,60.0,,,32.0,,,,,,,,,4.0,2.0,13.0,,8.0,9.0,2.0,12.0,11.0,23.0,19.0,,2.0,3.0,172.0,135.0,54.0,174.0,11.0,16.0,38.0,1.0,1.0,2.0,1117.0,57.0,7.0,28.0,14.0,204.0,250.0,,6.0,177.0,27.0,38.0,73.0,526.0,4.0,34.0,30.0,35.0,9.0,,11.0,83.0,24.0,62.0,0.0,3.0
LaLiga Santander,https://www.laliga.com/en-ES/player/iago-aspas,1479,iago-aspas,Iago Aspas,Iago Aspas,Iago,Aspas,male,1987-08-01T00:00:00+00:00,Moaña,67.0,176.0,True,https://twitter.com/aspas10,https://instagram.com/i.aspas10/,ES,RC Celta,CEL,1923-08-23T00:00:00+0000,https://assets.laliga.com/assets/2019/06/07/medium/celta.png,10.0,Forward,https://assets.laliga.com/squad/2021/t176/p40270/512x556/p40270_t176_2021_1_001_000.png,Estadio ABANCA Balaídos,https://assets.laliga.com/assets/2019/06/17/medium/0aef263ef366bd0b81369408adb27cd6.png,55.0,33.0,22.0,37.0,6.0,7.0,9.0,335.0,25.0,2.0,,6.0,1.0,32.0,45.0,,,270.0,133.0,137.0,88.0,205.0,6.0,,37.0,,,6.0,,18.0,39.0,36.0,3.0,15.0,3.0,215.0,100.0,115.0,4.0,,1.0,9.0,67.0,11.0,51.0,,14.0,427.0,20.0,1209.0,,,1.0,,,,5.0,3.0,4.0,,68.0,21.0,113.0,,4.0,270.0,,,,,,,,,24.0,41.0,36.0,,10.0,1.0,5.0,16.0,10.0,51.0,37.0,,47.0,48.0,911.0,696.0,254.0,886.0,7.0,7.0,38.0,11.0,,18.0,3093.0,64.0,18.0,22.0,50.0,535.0,1237.0,,65.0,934.0,14.0,205.0,303.0,1832.0,22.0,92.0,47.0,32.0,3.0,4.0,27.0,358.0,37.0,276.0,6.0,8.0
LaLiga Santander,https://www.laliga.com/en-ES/player/ibrahima-camara,25194,ibrahima-camara,Ibrahima Vaniel Cámara Silva,Ibra,Ibrahima Vaniel,Cámara Silva,male,2003-01-18T00:00:00+00:00,,,,False,,,ES,Atlético de Madrid,ATM,1903-04-26T00:00:00+0000,https://assets.laliga.com/assets/2019/06/07/medium/atletico.png,47.0,Defender,,Wanda Metropolitano,https://assets.laliga.com/assets/2019/06/17/medium/935f92c15c4d3442ef3f6d843beba0e1.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LaLiga Santander,https://www.laliga.com/en-ES/player/baba-1,8727,baba-1,Iddrisu Baba,Baba,Iddrisu,Baba,male,1996-01-22T00:00:00+00:00,Accra,73.0,185.0,False,,,GH,RCD Mallorca,MLL,1916-03-06T00:00:00+0000,https://assets.laliga.com/assets/2019/06/07/medium/mallorca.png,12.0,Midfielder,https://assets.laliga.com/squad/2021/t181/p463170/512x556/p463170_t181_2021_1_001_000.png,Visit Mallorca Estadi,https://assets.laliga.com/assets/2019/08/07/medium/6f67f604b5025b10ef0dc14d700586ae.png,76.0,35.0,41.0,26.0,,,1.0,106.0,6.0,5.0,,3.0,,,4.0,,,281.0,123.0,158.0,52.0,291.0,24.0,,26.0,,,1.0,,1.0,36.0,29.0,7.0,1.0,,205.0,88.0,117.0,,,,0.0,37.0,24.0,9.0,,,187.0,,755.0,,,,,,,,,2.0,,33.0,14.0,187.0,,1.0,187.0,,,,,,,,,9.0,8.0,23.0,,12.0,3.0,,1.0,1.0,22.0,31.0,8.0,2.0,52.0,600.0,264.0,352.0,563.0,27.0,30.0,38.0,,,1.0,1943.0,29.0,33.0,42.0,38.0,221.0,771.0,,17.0,615.0,57.0,9.0,156.0,1111.0,,4.0,4.0,9.0,16.0,,39.0,101.0,59.0,117.0,0.0,9.0
LaLiga Santander,https://www.laliga.com/en-ES/player/i-miquel,1865,i-miquel,Ignasi Miquel,I. Miquel,Ignasi,Miquel,male,1992-09-28T00:00:00+00:00,Corbera de Llobregat,82.0,188.0,False,https://twitter.com/_IgnasiMiquel_,https://instagram.com/ignasimiquel23,ES,SD Huesca,HUE,1960-03-29T00:00:00+0000,https://assets.laliga.com/assets/2019/06/07/medium/huesca.png,23.0,Defender,https://assets.laliga.com/squad/2021/t2894/p90801/512x556/p90801_t2894_2021_1_001_000.png,El Alcoraz,https://assets.laliga.com/assets/2019/08/12/medium/7f2417a1294943387e499185f8c1d565.png,139.0,55.0,84.0,34.0,,,2.0,67.0,1.0,28.0,,11.0,,,2.0,,,251.0,99.0,152.0,53.0,666.0,9.0,,34.0,2.0,,,,4.0,36.0,31.0,5.0,4.0,,112.0,44.0,68.0,,2.0,1.0,2.0,10.0,47.0,7.0,,,361.0,2.0,1690.0,,,,,,,,,,,22.0,12.0,159.0,1.0,2.0,655.0,,,,,,,1.0,,11.0,8.0,33.0,,4.0,1.0,,1.0,1.0,8.0,27.0,15.0,1.0,167.0,1397.0,361.0,1089.0,1282.0,15.0,16.0,42.0,3.0,2.0,16.0,2902.0,6.0,155.0,33.0,30.0,336.0,1749.0,1.0,19.0,1449.0,31.0,34.0,300.0,2182.0,,4.0,4.0,3.0,62.0,,156.0,194.0,110.0,144.0,0.0,8.0
LaLiga Santander,https://www.laliga.com/en-ES/player/zubeldia,4468,zubeldia,Igor Zubeldia,Zubeldia,Igor,Zubeldia,male,1997-03-30T00:00:00+00:00,Azkoitia,79.0,180.0,False,,https://instagram.com/igorzubeldia/,ES,Real Sociedad,RSO,1909-09-07T00:00:00+0000,https://assets.laliga.com/assets/2019/06/07/medium/real-sociedad.png,5.0,Midfielder,https://assets.laliga.com/squad/2021/t188/p216475/512x556/p216475_t188_2021_1_001_000.png,Reale Arena,https://assets.laliga.com/assets/2019/10/03/medium/b20727f80d7b4c9d5ad18acec9b663c5.png,77.0,35.0,42.0,26.0,1.0,,0.0,80.0,2.0,6.0,,3.0,,,3.0,,,137.0,69.0,68.0,42.0,370.0,15.0,,26.0,,,1.0,,,25.0,21.0,4.0,,,60.0,34.0,26.0,,,,0.0,95.0,27.0,1.0,,,348.0,1.0,1005.0,,,1.0,,,,,,4.0,,16.0,10.0,90.0,,,235.0,,,,,,,,,5.0,2.0,19.0,,7.0,7.0,,1.0,1.0,3.0,24.0,3.0,,47.0,881.0,267.0,639.0,858.0,10.0,10.0,38.0,2.0,5.0,2.0,1648.0,4.0,51.0,25.0,4.0,149.0,1033.0,,7.0,905.0,20.0,12.0,128.0,1219.0,,3.0,3.0,3.0,28.0,,61.0,83.0,48.0,67.0,0.0,7.0
LaLiga Santander,https://www.laliga.com/en-ES/player/iker-benito,25407,iker-benito,Iker Benito,I. Benito,Iker,Benito,male,2002-08-10T00:00:00+00:00,Miranda de Ebro,,,False,,,ES,CA Osasuna,OSA,1920-11-17T00:00:00+0000,https://assets.laliga.com/assets/2019/06/07/medium/osasuna.png,33.0,Forward,,Estadio El Sadar,https://assets.laliga.com/assets/2021/01/20/medium/c1b35f03ff875a4a12c7dcbd477d964a.png,2.0,1.0,1.0,4.0,,,0.0,5.0,,,,,,,1.0,,,19.0,11.0,8.0,4.0,9.0,,,4.0,,,,,,4.0,4.0,,,,17.0,10.0,7.0,,,,0.0,76.0,,1.0,,,5.0,,23.0,,,,,,,,,1.0,,3.0,2.0,4.0,,,4.0,,,,,,,,,2.0,1.0,1.0,,1.0,3.0,,1.0,1.0,2.0,2.0,,,,18.0,10.0,9.0,18.0,1.0,1.0,38.0,,,,116.0,8.0,1.0,1.0,3.0,23.0,23.0,,3.0,18.0,2.0,,5.0,63.0,,3.0,3.0,4.0,1.0,,1.0,5.0,3.0,4.0,0.0,1.0
LaLiga Santander,https://www.laliga.com/en-ES/player/muniain,407,muniain,Iker Muniain,Muniain,Iker,Muniain,male,1992-12-19T00:00:00+00:00,Pamplona,65.0,170.0,True,https://twitter.com/IkerMuniain19,,ES,Athletic Club,ATH,1898-12-31T00:00:00+0000,https://assets.laliga.com/assets/2019/06/07/medium/athletic.png,10.0,Forward,https://assets.laliga.com/squad/2021/t174/p76012/512x556/p76012_t174_2021_1_001_000.png,Estadio San Mamés,https://assets.laliga.com/assets/2019/06/17/medium/f020571f7c260516dfab3b9dc5df6348.png,14.0,9.0,5.0,35.0,10.0,6.0,2.0,275.0,10.0,1.0,,6.0,,132.0,33.0,,,329.0,146.0,183.0,43.0,439.0,9.0,2.0,35.0,,,10.0,,4.0,27.0,25.0,2.0,3.0,1.0,315.0,137.0,178.0,1.0,,,2.0,75.0,17.0,97.0,,,190.0,5.0,1243.0,,,,,,,3.0,1.0,3.0,,40.0,19.0,159.0,,4.0,469.0,,,,,,,,1.0,10.0,21.0,34.0,,19.0,1.0,33.0,53.0,9.0,65.0,21.0,,26.0,52.0,1052.0,926.0,291.0,1112.0,22.0,10.0,38.0,8.0,4.0,18.0,2802.0,95.0,3.0,15.0,81.0,514.0,1373.0,,31.0,1164.0,32.0,79.0,209.0,2069.0,59.0,120.0,28.0,39.0,4.0,3.0,21.0,302.0,27.0,188.0,1.0,3.0
LaLiga Santander,https://www.laliga.com/en-ES/player/iker-recio,15816,iker-recio,Iker Recio,Iker Recio,Iker,Recio,male,2001-06-17T00:00:00+00:00,,,,False,,,ES,Rayo Vallecano,RAY,1924-05-20T00:00:00+0000,https://assets.laliga.com/assets/2019/06/07/medium/rayo.png,27.0,Defender,https://assets.laliga.com/squad/2021/t184/p493097/512x556/p493097_t184_2021_1_001_000.png,Estadio de Vallecas,https://assets.laliga.com/assets/2019/08/12/medium/b86a37d70be8931c079066cc8c48817f.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LaLiga Santander,https://www.laliga.com/en-ES/player/iker-alvarez,18844,iker-alvarez,Iker Álvarez de Eulate Molne,Iker Alvarez,Iker,Álvarez de Eulate Molne,male,2001-07-25T00:00:00+00:00,Andorra la Vella,,190.0,False,,,AD,Villarreal CF,VIL,1923-03-10T00:00:00+0000,https://assets.laliga.com/assets/2019/06/07/medium/villarreal.png,31.0,Goalkeeper,https://assets.laliga.com/squad/2021/t449/p439062/512x556/p439062_t449_2021_1_001_000.png,Estadio de la Cerámica,https://assets.laliga.com/assets/2019/10/03/medium/ac940b8f6681d614e337d20d5bf7f0a8.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LaLiga Santander,https://www.laliga.com/en-ES/player/ilaix,14930,ilaix,Moriba Kourouma Kourouma,Ilaix,Moriba,Kourouma Kourouma,male,2003-01-19T00:00:00+00:00,Conakry,73.0,185.0,False,,,GN,Valencia CF,VAL,1919-03-18T00:00:00+0000,https://assets.laliga.com/assets/2019/06/07/medium/valencia.png,23.0,Midfielder,https://assets.laliga.com/squad/2021/t191/p465689/512x556/p465689_t191_2021_1_001_000.png,Camp de Mestalla,https://assets.laliga.com/assets/2019/06/17/medium/984682326cdbb55f5034778b7690a795.png,35.0,21.0,14.0,14.0,,1.0,0.0,47.0,4.0,,,1.0,,,2.0,,,150.0,78.0,72.0,27.0,103.0,17.0,,14.0,,,,,,11.0,9.0,2.0,,,115.0,57.0,58.0,,,,0.0,26.0,12.0,2.0,,,61.0,,273.0,,,,,,,,,2.0,,20.0,15.0,51.0,1.0,,67.0,,,,,,,,,5.0,5.0,9.0,,5.0,5.0,,1.0,1.0,7.0,18.0,3.0,2.0,12.0,210.0,142.0,73.0,202.0,8.0,18.0,38.0,2.0,,1.0,817.0,15.0,14.0,21.0,25.0,112.0,278.0,1.0,10.0,214.0,26.0,16.0,64.0,468.0,,2.0,2.0,7.0,10.0,,15.0,46.0,20.0,49.0,0.0,7.0
LaLiga Santander,https://www.laliga.com/en-ES/player/ilias-akhomach,24274,ilias-akhomach,Ilias Akhomach,Ilias,Ilias,Akhomach,male,2004-04-16T00:00:00+00:00,Hostalets de Pierola,,,False,,,ES,FC Barcelona,BAR,1899-11-29T00:00:00+0000,https://assets.laliga.com/assets/2019/06/07/medium/barcelona.png,37.0,Forward,,Camp Nou,https://assets.laliga.com/assets/2019/06/17/medium/0623ce55ec3ee4e439ed6d24fe2ba77b.png,3.0,2.0,1.0,2.0,,,0.0,15.0,2.0,,,,,,2.0,,,16.0,8.0,8.0,2.0,17.0,2.0,,2.0,,,,,,,,,,,13.0,6.0,7.0,,,,0.0,85.0,,4.0,,,10.0,,49.0,,,,,,,,,,,2.0,,11.0,,,7.0,,,,,,,,,,2.0,2.0,,2.0,,,2.0,2.0,1.0,,,,,43.0,40.0,5.0,43.0,2.0,,38.0,1.0,,,125.0,3.0,,3.0,4.0,14.0,49.0,,2.0,43.0,2.0,7.0,6.0,75.0,,4.0,4.0,2.0,,,1.0,9.0,1.0,5.0,0.0,
LaLiga Santander,https://www.laliga.com/en-ES/player/isco,66,isco,Francisco Román Alarcón Suárez,Isco,Francisco Román,Alarcón Suárez,male,1992-04-21T00:00:00+00:00,Benalmádena,79.0,176.0,True,https://twitter.com/isco_alarcon,https://instagram.com/iscoalarcon/,ES,Real Madrid,RMA,1902-03-06T00:00:00+0000,https://assets.laliga.com/assets/2019/06/07/medium/real-madrid.png,22.0,Midfielder,https://assets.laliga.com/squad/2021/t186/p80209/512x556/p80209_t186_2021_1_001_000.png,Estadio Santiago Bernabéu,https://assets.laliga.com/assets/2019/06/08/medium/e6695a8184f41deea3ad87dd9c12ab1f.png,6.0,2.0,4.0,14.0,,,0.0,44.0,4.0,,,,,7.0,1.0,,,67.0,29.0,38.0,8.0,63.0,5.0,,14.0,,,,,1.0,2.0,2.0,,1.0,,61.0,27.0,34.0,1.0,,,1.0,100.0,2.0,10.0,,,71.0,,248.0,,,,,,,,,,,4.0,1.0,19.0,,1.0,81.0,,,,,,,,,2.0,3.0,3.0,,3.0,11.0,2.0,2.0,,17.0,5.0,,4.0,12.0,225.0,152.0,85.0,223.0,4.0,5.0,38.0,4.0,,1.0,323.0,15.0,,7.0,8.0,58.0,259.0,,5.0,235.0,9.0,20.0,24.0,350.0,3.0,6.0,2.0,8.0,,1.0,5.0,27.0,3.0,19.0,0.0,1.0
LaLiga Santander,https://www.laliga.com/en-ES/player/isi-2,7276,isi-2,Isaac Palazón,Isi,Isaac,Palazón,male,1994-12-27T00:00:00+00:00,Cieza,71.0,169.0,False,,,ES,Rayo Vallecano,RAY,1924-05-20T00:00:00+0000,https://assets.laliga.com/assets/2019/06/07/medium/rayo.png,7.0,Midfielder,https://assets.laliga.com/squad/2021/t184/p434078/512x556/p434078_t184_2021_1_001_000.png,Estadio de Vallecas,https://assets.laliga.com/assets/2019/08/12/medium/b86a37d70be8931c079066cc8c48817f.png,119.0,73.0,46.0,34.0,3.0,6.0,1.0,206.0,20.0,3.0,,3.0,,40.0,15.0,,,438.0,245.0,193.0,70.0,234.0,17.0,,34.0,,,4.0,,2.0,26.0,22.0,4.0,1.0,1.0,319.0,172.0,147.0,,,2.0,1.0,63.0,13.0,30.0,,2.0,258.0,5.0,790.0,,,,,,,,,6.0,,49.0,28.0,161.0,,,115.0,,,,,,,,,25.0,13.0,27.0,,20.0,7.0,10.0,16.0,5.0,36.0,34.0,2.0,18.0,50.0,589.0,447.0,173.0,554.0,14.0,28.0,38.0,9.0,,3.0,2298.0,100.0,19.0,32.0,69.0,461.0,813.0,,38.0,604.0,42.0,51.0,209.0,1421.0,19.0,54.0,26.0,45.0,13.0,4.0,48.0,225.0,38.0,161.0,0.0,7.0
LaLiga Santander,https://www.laliga.com/en-ES/player/isma-ruiz,13532,isma-ruiz,Ismael Ruiz,Isma Ruiz,Ismael,Ruiz,male,2001-02-14T00:00:00+00:00,Gójar,67.0,180.0,False,,,ES,Granada CF,GRA,1931-01-01T00:00:00+0000,https://assets.laliga.com/assets/2019/06/07/medium/granada.png,26.0,Midfielder,https://assets.laliga.com/squad/2021/t5683/p485215/512x556/p485215_t5683_2021_1_001_000.png,Nuevo Los Cármenes,https://assets.laliga.com/assets/2019/08/07/medium/4de53714b029bf44d86c53bd0d6835d3.png,9.0,6.0,3.0,8.0,,,0.0,21.0,1.0,2.0,,,,,2.0,,,28.0,17.0,11.0,6.0,26.0,1.0,,8.0,,,,,,5.0,3.0,2.0,,,19.0,11.0,8.0,,,,0.0,100.0,3.0,2.0,,,43.0,1.0,123.0,,,,,,,,,,,5.0,3.0,18.0,,,33.0,,,,,,,,,2.0,1.0,3.0,,3.0,5.0,,,,2.0,5.0,1.0,,7.0,103.0,55.0,48.0,96.0,2.0,1.0,38.0,1.0,,,282.0,1.0,2.0,2.0,3.0,23.0,123.0,,3.0,103.0,3.0,3.0,20.0,154.0,,1.0,1.0,,2.0,,4.0,16.0,5.0,16.0,0.0,1.0
LaLiga Santander,https://www.laliga.com/en-ES/player/i-rakitic,137,i-rakitic,Ivan Rakitic,I. Rakitic,Ivan,Rakitic,male,1988-03-10T00:00:00+00:00,Rheinfelden,78.0,184.0,True,https://twitter.com/ivanrakitic,https://instagram.com/ivanrakitic/,HR,Sevilla FC,SEV,1905-10-14T00:00:00+0000,https://assets.laliga.com/assets/2019/06/07/medium/sevilla.png,10.0,Midfielder,https://assets.laliga.com/squad/2021/t179/p34703/512x556/p34703_t179_2021_1_001_000.png,Ramón Sánchez-Pizjuán,https://assets.laliga.com/assets/2021/01/20/medium/5a52ab192cd4e4b1cc3e3a752d99c4e8.png,68.0,30.0,38.0,35.0,6.0,4.0,0.0,271.0,6.0,8.0,,4.0,,52.0,7.0,,,238.0,118.0,120.0,54.0,435.0,28.0,,35.0,,,6.0,,4.0,19.0,14.0,5.0,2.0,2.0,170.0,88.0,82.0,,,,4.0,79.0,23.0,35.0,,,363.0,,1482.0,,,,,,,2.0,1.0,1.0,,57.0,23.0,149.0,,4.0,487.0,,,,,,,1.0,1.0,13.0,12.0,26.0,,14.0,9.0,18.0,29.0,4.0,8.0,27.0,4.0,17.0,117.0,1268.0,695.0,670.0,1219.0,18.0,22.0,38.0,5.0,2.0,15.0,2185.0,25.0,34.0,36.0,35.0,337.0,1556.0,,25.0,1336.0,40.0,27.0,220.0,1968.0,26.0,54.0,15.0,13.0,13.0,,66.0,214.0,60.0,154.0,0.0,5.0
LaLiga Santander,https://www.laliga.com/en-ES/player/saponjic,3118,saponjic,Ivan Saponjic,Saponjić,Ivan,Saponjic,male,1997-08-02T00:00:00+00:00,Nova Varoš,86.0,190.0,False,,,RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LaLiga Santander,https://www.laliga.com/en-ES/player/grbic,14848,grbic,Ivo Grbic,Grbić,Ivo,Grbic,male,1996-01-18T00:00:00+00:00,Split,83.0,195.0,False,,,HR,LOSC,LIL,,https://assets.laliga.com/assets/2021/03/11/medium/d706703d7789124be476fca8b5c49e46.png,1.0,Goalkeeper,,Stade Pierre-Mauroy,,11.0,,11.0,21.0,,,0.0,,,,14.0,2.0,,,,,2.0,16.0,2.0,14.0,,339.0,,,21.0,206.0,47.0,,,,28.0,23.0,5.0,,,5.0,2.0,3.0,,,,0.0,52.0,,,,,98.0,,250.0,,,,2.0,,,,,2.0,9.0,,,149.0,,,61.0,,59.0,3.0,36.0,22.0,20.0,,,,,21.0,,,,,,,1.0,,7.0,,108.0,160.0,74.0,238.0,204.0,,,38.0,,,,1890.0,2.0,23.0,,6.0,191.0,498.0,,,312.0,,,186.0,699.0,,,,,58.0,,182.0,145.0,41.0,4.0,0.0,3.0
